aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
ABE,9E,935,10.88,3.93,1.5,-3.45,1
ABE,G4,1631,11.05,5.62,1.8,-3.28,2
ABE,OH,999,17.1,8.23,1.5,2.77,3
ABE,OO,283,35.3,29.38,4.2,20.97,4
ABI,MQ,1756,7.27,4.43,0.9,0.0,1
ABQ,AA,2994,17.44,14.93,2.1,8.14,8
ABQ,AS,409,9.11,5.93,1.0,-0.19,5
ABQ,B6,249,50.43,47.05,2.0,41.13,9
ABQ,DL,1500,2.15,-4.69,0.9,-7.15,1
ABQ,MQ,901,5.36,3.51,0.7,-3.94,3
ABQ,NK,518,9.43,5.78,1.2,0.13,6
ABQ,OO,3912,2.31,-1.41,0.5,-6.99,2
ABQ,UA,1806,5.63,-0.03,1.1,-3.67,4
ABQ,WN,11576,10.52,4.46,0.5,1.22,7
ABR,OO,683,21.03,13.69,0.9,0.0,1
ABY,9E,36,10.86,6.36,0.0,-6.57,1
ABY,OO,724,17.76,16.73,1.0,0.33,2
ACK,B6,976,12.61,9.84,4.0,-1.64,1
ACK,MQ,22,21.82,22.68,0.0,7.57,3
ACK,OO,25,33.46,22.63,4.0,19.21,4
ACK,YX,602,15.91,16.75,8.6,1.66,2
ACT,MQ,336,18.56,18.17,2.1,3.03,2
ACT,OO,750,14.17,14.08,2.7,-1.36,1
ACV,OO,1720,19.25,17.63,1.9,0.0,1
ACY,NK,2891,10.04,3.89,1.9,0.0,1
ADK,AS,75,9.27,8.6,10.7,0.0,1
ADQ,AS,804,3.05,1.86,2.1,0.0,1
AEX,9E,871,14.78,9.95,1.0,-2.61,1
AEX,MQ,33,39.67,39.12,0.0,22.28,3
AEX,OO,1023,18.91,15.08,2.3,1.52,2
AGS,9E,1595,12.57,7.17,2.1,-4.44,3
AGS,AA,23,36.48,34.35,0.0,19.47,7
AGS,DL,168,17.85,12.74,0.0,0.84,4
AGS,MQ,189,8.36,0.96,2.6,-8.65,1
AGS,OH,1543,19.44,18.4,2.8,2.43,5
AGS,OO,428,27.53,21.13,1.2,10.52,6
AGS,YX,29,11.21,1.61,0.0,-5.8,2
AKN,AS,169,-5.17,-1.71,0.6,0.0,1
ALB,9E,1047,5.41,-3.14,2.0,-8.38,3
ALB,AA,1381,19.69,14.4,0.9,5.9,8
ALB,B6,725,20.66,16.8,1.4,6.87,10
ALB,DL,1270,14.65,6.35,1.5,0.86,7
ALB,G4,519,28.61,21.24,1.5,14.82,11
ALB,MQ,175,3.4,3.3,0.0,-10.39,1
ALB,OH,1069,19.88,18.33,3.4,6.09,9
ALB,OO,776,10.89,7.2,0.3,-2.9,5
ALB,UA,698,6.81,4.92,1.3,-6.98,4
ALB,WN,3484,11.62,4.36,0.9,-2.17,6
ALB,YX,307,4.07,0.5,1.6,-9.72,2
ALW,OO,544,0.2,2.82,3.3,0.0,1
AMA,AA,204,22.81,22.09,2.5,13.34,4
AMA,MQ,2068,7.82,5.58,1.7,-1.65,2
AMA,OO,840,15.42,13.59,1.8,5.95,3
AMA,WN,1922,7.28,1.3,0.5,-2.19,1
ANC,AA,452,34.74,24.85,0.4,27.96,4
ANC,AS,13950,4.03,1.89,1.7,-2.75,1
ANC,DL,2148,14.93,7.56,0.8,8.15,3
ANC,UA,1181,13.45,4.52,2.0,6.67,2
APN,OO,601,17.57,11.93,3.3,0.0,1
ASE,OO,7424,28.49,24.29,7.0,0.0,1
ATL,9E,26818,6.63,2.54,1.1,-4.5,1
ATL,AA,7552,20.6,16.93,1.8,9.47,9
ATL,AS,1351,10.29,6.86,2.1,-0.84,4
ATL,B6,2969,22.95,18.36,1.6,11.82,12
ATL,DL,226308,9.31,5.59,0.9,-1.82,3
ATL,F9,11445,25.88,21.93,2.5,14.75,13
ATL,MQ,656,15.85,13.48,2.0,4.72,7
ATL,NK,10069,20.66,13.97,1.7,9.53,10
ATL,OH,2393,18.19,15.53,1.7,7.06,8
ATL,OO,8216,20.94,17.68,0.8,9.81,11
ATL,UA,7168,13.46,8.55,1.7,2.33,6
ATL,WN,33311,12.67,6.67,0.7,1.54,5
ATL,YX,1208,9.23,6.95,1.8,-1.9,2
ATW,9E,173,11.07,10.13,0.0,-6.31,1
ATW,DL,308,11.92,4.83,1.0,-5.46,3
ATW,G4,1114,11.53,7.36,2.3,-5.85,2
ATW,MQ,717,14.72,8.92,1.4,-2.66,4
ATW,OO,3581,20.52,17.58,2.1,3.14,5
AUS,9E,377,15.44,14.4,0.5,0.88,8
AUS,AA,13648,20.73,17.68,1.5,6.17,10
AUS,AS,2765,11.69,9.48,2.6,-2.87,4
AUS,B6,760,32.94,24.9,1.1,18.38,15
AUS,DL,10857,14.86,8.17,0.9,0.3,7
AUS,F9,685,26.14,22.52,1.8,11.58,14
AUS,G4,1082,21.01,17.85,1.9,6.45,11
AUS,HA,163,22.07,27.23,0.6,7.51,12
AUS,MQ,2272,13.15,11.13,1.5,-1.41,6
AUS,NK,1058,19.23,12.72,2.6,4.67,9
AUS,OH,23,10.65,2.78,0.0,-3.91,2
AUS,OO,3609,22.31,18.33,0.3,7.75,13
AUS,UA,9343,10.75,5.42,1.4,-3.81,3
AUS,WN,37389,11.83,5.76,0.6,-2.73,5
AUS,YX,114,2.78,-1.38,0.0,-11.78,1
AVL,9E,637,11.73,4.14,2.2,-4.91,2
AVL,AA,480,47.47,42.29,5.4,30.83,10
AVL,B6,81,26.38,25.41,1.2,9.74,9
AVL,DL,2180,13.35,5.07,2.6,-3.29,5
AVL,G4,3210,18.49,15.39,3.2,1.85,7
AVL,MQ,1150,23.37,21.51,2.8,6.73,8
AVL,OH,2018,11.73,11.73,2.9,-4.91,2
AVL,OO,699,17.24,15.4,4.1,0.6,6
AVL,UA,184,11.82,7.02,3.3,-4.82,4
AVL,YX,1075,8.88,4.44,4.7,-7.76,1
AVP,AA,805,19.3,14.67,1.1,-0.75,2
AVP,MQ,455,16.69,13.7,1.3,-3.36,1
AVP,OH,203,20.51,8.7,1.5,0.46,3
AVP,OO,38,76.0,66.83,5.3,55.95,4
AZA,G4,5610,5.25,0.72,0.7,0.0,1
AZO,9E,14,2.64,-2.93,0.0,-8.82,1
AZO,OO,976,11.59,6.29,1.6,0.13,2
BDL,9E,365,7.25,1.64,3.0,-6.02,4
BDL,AA,3846,16.1,11.62,1.7,2.83,8
BDL,B6,3060,17.77,12.64,1.5,4.5,9
BDL,DL,3875,8.09,1.04,0.8,-5.18,5
BDL,F9,940,40.9,38.31,3.2,27.63,12
BDL,MQ,531,6.11,3.75,1.5,-7.16,2
BDL,NK,579,9.85,7.11,1.9,-3.42,6
BDL,OH,1417,18.18,13.86,2.7,4.91,10
BDL,OO,67,19.38,20.24,1.5,6.11,11
BDL,UA,2084,6.97,3.65,1.4,-6.3,3
BDL,WN,4030,10.97,3.5,0.7,-2.3,7
BDL,YX,483,-0.58,-6.23,0.4,-13.85,1
BET,AS,725,8.47,12.1,1.1,0.0,1
BFF,OO,610,10.55,10.38,2.8,0.0,1
BFL,AA,915,12.35,7.92,1.1,4.94,3
BFL,MQ,338,1.46,-4.22,0.3,-5.95,1
BFL,OO,1352,5.58,0.2,0.4,-1.83,2
BGM,9E,341,14.0,10.74,3.5,0.0,1
BGR,9E,1154,3.74,-3.37,4.4,-10.27,1
BGR,AA,603,26.25,25.43,2.0,12.24,6
BGR,G4,380,31.79,24.48,3.9,17.78,7
BGR,MQ,240,12.31,14.29,1.7,-1.7,3
BGR,OH,680,13.18,7.34,3.7,-0.83,4
BGR,OO,145,17.4,18.37,0.7,3.39,5
BGR,YX,933,11.83,6.89,5.0,-2.18,2
BHM,9E,1067,7.53,0.91,3.7,-3.99,4
BHM,AA,389,26.46,24.81,1.5,14.94,10
BHM,DL,2914,6.12,1.28,0.9,-5.4,3
BHM,MQ,2434,9.75,6.67,1.0,-1.77,5
BHM,NK,73,10.16,11.7,0.0,-1.36,6
BHM,OH,3862,15.08,11.94,1.5,3.56,9
BHM,OO,1554,15.0,11.35,0.9,3.48,8
BHM,UA,4,-4.25,-11.5,0.0,-15.77,1
BHM,WN,4293,12.47,7.51,0.8,0.95,7
BHM,YX,374,-0.96,-2.98,1.1,-12.48,2
BIH,OO,245,23.35,15.22,7.8,0.0,1
BIL,DL,778,5.52,2.73,1.3,-0.87,3
BIL,G4,356,18.72,17.32,1.4,12.33,5
BIL,MQ,880,12.14,11.22,0.5,5.75,4
BIL,OO,1332,2.22,-0.51,0.6,-4.17,2
BIL,UA,727,1.99,-0.87,0.7,-4.4,1
BIS,9E,10,1.6,16.0,0.0,-11.37,1
BIS,DL,605,7.41,1.01,0.7,-5.56,2
BIS,G4,432,12.47,6.96,1.9,-0.5,4
BIS,MQ,573,10.19,7.94,0.3,-2.78,3
BIS,OO,2068,15.54,10.98,1.1,2.57,5
BJI,OO,704,16.8,11.54,1.0,0.0,1
BLI,G4,935,1.34,-2.96,0.6,-5.56,1
BLI,OO,965,11.0,12.4,0.7,4.1,3
BLI,WN,618,8.9,2.28,0.6,2.0,2
BLV,G4,979,26.31,21.78,2.9,0.0,1
BMI,9E,716,7.86,1.08,1.3,-3.48,1
BMI,F9,59,9.95,13.77,3.4,-1.39,3
BMI,G4,228,27.09,23.97,1.8,15.75,4
BMI,MQ,677,9.84,5.74,1.8,-1.5,2
BNA,9E,1173,21.33,18.16,3.8,9.51,14
BNA,AA,8322,21.16,19.42,2.2,9.34,13
BNA,AS,1102,8.81,1.74,1.2,-3.01,3
BNA,B6,1252,17.61,12.82,1.9,5.79,10
BNA,DL,8083,4.97,-0.34,0.9,-6.85,2
BNA,F9,714,18.28,19.35,2.0,6.46,11
BNA,G4,2882,12.13,7.35,1.5,0.31,7
BNA,MQ,2523,11.74,9.96,2.3,-0.08,6
BNA,NK,3664,20.14,11.99,2.9,8.32,12
BNA,OH,2338,13.31,11.58,2.1,1.49,8
BNA,OO,4020,14.18,10.81,1.7,2.36,9
BNA,UA,6048,11.48,7.31,1.6,-0.34,5
BNA,WN,50566,11.11,4.12,0.8,-0.71,4
BNA,YX,5572,3.6,1.64,1.2,-8.22,1
BOI,AA,872,12.72,8.44,1.5,5.81,8
BOI,AS,621,4.47,4.06,0.6,-2.44,1
BOI,DL,2695,9.22,3.72,0.9,2.31,7
BOI,G4,346,34.15,33.08,0.9,27.24,9
BOI,MQ,266,6.68,2.95,0.4,-0.23,3
BOI,NK,530,9.01,5.26,2.1,2.1,6
BOI,OO,11063,5.03,3.7,0.4,-1.88,2
BOI,UA,1345,7.47,2.89,2.1,0.56,5
BOI,WN,4721,6.9,0.53,0.3,-0.01,4
BOS,9E,7,-3.5,-14.5,14.3,-16.87,1
BOS,AA,15177,17.19,9.82,1.5,3.82,12
BOS,AS,2324,13.32,9.47,1.8,-0.05,7
BOS,B6,38494,15.99,10.57,1.4,2.62,11
BOS,DL,23303,14.12,6.73,1.0,0.75,9
BOS,F9,1438,18.55,16.09,2.4,5.18,13
BOS,G4,460,5.11,0.32,2.8,-8.26,3
BOS,HA,215,13.25,11.54,0.9,-0.12,6
BOS,MQ,1787,14.58,9.05,1.6,1.21,10
BOS,NK,6570,23.09,15.7,3.5,9.72,14
BOS,OO,2,9.5,23.5,0.0,-3.87,4
BOS,UA,11584,11.45,5.5,1.9,-1.92,5
BOS,WN,6411,13.81,4.91,0.9,0.44,8
BOS,YX,25249,4.42,0.32,1.7,-8.95,2
BPT,MQ,188,16.86,12.91,2.1,6.41,2
BPT,OO,503,8.05,3.91,2.2,-2.4,1
BQK,9E,140,7.76,8.65,0.0,-7.98,1
BQK,OO,652,17.46,19.56,0.3,1.72,2
BQN,B6,1513,16.8,13.68,1.3,-2.44,1
BQN,F9,432,22.58,12.8,1.4,3.34,2
BQN,UA,334,26.11,17.68,3.3,6.87,3
BRD,OO,595,9.15,5.74,0.7,0.0,1
BRO,MQ,1242,5.69,3.63,1.4,-3.44,1
BRO,OO,707,15.25,11.89,2.8,6.12,2
BRW,AS,364,9.59,11.36,5.2,0.0,1
BTM,OO,523,-0.5,-6.61,0.0,0.0,1
BTR,9E,498,9.73,5.87,1.8,-3.08,2
BTR,DL,890,7.97,1.51,1.2,-4.84,1
BTR,MQ,974,14.45,12.39,2.2,1.64,3
BTR,OH,1888,14.55,11.49,1.7,1.74,5
BTR,OO,576,14.47,10.48,3.0,1.66,4
BTR,UA,4,24.0,24.0,0.0,11.19,6
BTV,9E,1671,11.14,4.23,3.0,0.19,7
BTV,AA,691,17.0,12.07,1.3,6.05,10
BTV,B6,6,3.0,-0.67,0.0,-7.95,1
BTV,DL,448,8.42,2.98,1.8,-2.53,4
BTV,F9,10,5.8,4.8,0.0,-5.15,3
BTV,G4,2,38.0,15.0,50.0,27.05,11
BTV,MQ,325,9.48,12.08,2.2,-1.47,6
BTV,OH,1609,16.45,13.61,2.0,5.5,9
BTV,OO,237,13.12,8.08,0.0,2.17,8
BTV,UA,1080,8.65,8.02,1.8,-2.3,5
BTV,YX,1469,4.29,-1.22,2.5,-6.66,2
BUF,9E,1845,9.45,2.12,3.1,-2.22,3
BUF,AA,2131,16.29,14.07,1.4,4.62,8
BUF,B6,3270,11.12,7.74,2.2,-0.55,6
BUF,DL,2055,11.05,3.8,1.2,-0.62,5
BUF,F9,1014,23.27,19.72,4.4,11.6,11
BUF,MQ,488,7.03,3.28,1.0,-4.64,2
BUF,OH,889,18.39,17.92,2.6,6.72,10
BUF,OO,783,16.85,11.18,3.1,5.18,9
BUF,UA,968,11.9,10.81,2.2,0.23,7
BUF,WN,5232,10.13,3.19,1.7,-1.54,4
BUF,YX,2712,6.38,2.28,3.7,-5.29,1
BUR,AA,1196,14.33,10.08,1.0,4.92,7
BUR,AS,2221,4.13,3.11,2.2,-5.28,1
BUR,B6,291,48.0,43.81,2.1,38.59,10
BUR,DL,432,22.43,16.49,0.7,13.02,9
BUR,F9,72,9.56,14.54,0.0,0.15,4
BUR,MQ,46,5.04,-3.87,0.0,-4.37,2
BUR,NK,1911,14.33,11.55,1.8,4.92,7
BUR,OO,4064,11.72,9.95,1.0,2.31,5
BUR,UA,1572,12.89,10.11,1.6,3.48,6
BUR,WN,18582,7.52,0.42,1.0,-1.89,3
BWI,9E,467,20.28,13.8,6.0,4.58,12
BWI,AA,3590,16.56,10.93,1.8,0.86,9
BWI,AS,560,16.88,13.11,2.1,1.18,10
BWI,B6,220,7.4,3.96,2.3,-8.3,5
BWI,DL,5114,9.76,2.87,0.7,-5.94,7
BWI,F9,2772,28.19,26.32,3.8,12.49,13
BWI,G4,142,33.69,28.78,1.4,17.99,14
BWI,MQ,504,4.26,-1.4,1.4,-11.44,2
BWI,NK,6424,17.1,10.52,1.9,1.4,11
BWI,OH,27,6.63,4.37,0.0,-9.07,3
BWI,OO,9,-5.78,-11.11,0.0,-21.48,1
BWI,UA,3408,7.05,2.33,1.9,-8.65,4
BWI,WN,72293,16.02,9.02,0.9,0.32,8
BWI,YX,890,8.08,3.9,1.6,-7.62,6
BZN,AA,892,27.18,24.94,0.3,16.01,8
BZN,AS,634,5.59,7.59,1.3,-5.58,1
BZN,B6,139,39.84,37.39,2.2,28.67,9
BZN,DL,1755,7.49,2.92,0.5,-3.68,4
BZN,G4,347,15.45,11.07,2.6,4.28,7
BZN,MQ,66,6.39,0.94,0.0,-4.78,2
BZN,OO,1906,7.25,4.89,0.6,-3.92,3
BZN,UA,2135,12.97,8.84,1.4,1.8,6
BZN,WN,1972,8.26,2.55,0.5,-2.91,5
CAE,9E,1242,6.72,1.47,1.9,-2.82,3
CAE,AA,689,27.09,23.81,3.0,17.55,7
CAE,DL,1494,4.46,-3.49,0.7,-5.08,1
CAE,MQ,55,6.91,5.52,0.0,-2.63,4
CAE,OH,2151,10.18,10.12,1.3,0.64,5
CAE,OO,714,4.92,3.68,0.7,-4.62,2
CAE,YX,340,13.63,10.69,4.7,4.09,6
CAK,G4,693,19.89,14.86,2.2,4.3,2
CAK,OH,1579,10.61,8.33,0.8,-4.98,1
CAK,OO,1035,20.4,19.44,1.6,4.81,3
CDC,OO,612,4.28,-0.9,0.8,0.0,1
CDV,AS,696,1.64,0.66,2.0,0.0,1
CHA,9E,1517,9.09,3.33,0.7,-3.71,3
CHA,DL,1216,8.8,0.47,0.8,-4.0,2
CHA,G4,257,26.0,23.5,3.5,13.2,7
CHA,MQ,1234,17.12,13.47,1.9,4.32,6
CHA,OH,1418,13.06,9.82,1.1,0.26,4
CHA,OO,911,15.71,15.39,1.9,2.91,5
CHA,YX,140,5.19,3.86,0.0,-7.61,1
CHO,9E,1714,10.11,3.79,2.8,-0.74,3
CHO,DL,244,10.78,0.44,0.0,-0.07,4
CHO,OH,63,-3.56,-1.38,0.0,-14.41,1
CHO,OO,632,16.01,16.9,1.9,5.16,5
CHO,YX,454,8.49,9.82,2.6,-2.36,2
CHS,9E,1949,10.63,4.59,4.4,-0.8,8
CHS,AA,4820,16.65,13.82,1.9,5.22,12
CHS,AS,318,5.45,2.3,2.8,-5.98,2
CHS,B6,1800,16.52,12.29,1.7,5.09,11
CHS,DL,3837,9.91,4.77,0.9,-1.52,7
CHS,F9,173,19.09,14.78,2.3,7.66,13
CHS,G4,203,13.7,12.87,3.0,2.27,9
CHS,MQ,902,8.9,5.34,1.6,-2.53,5
CHS,NK,1255,19.64,14.35,3.2,8.21,14
CHS,OH,1690,8.12,6.28,1.9,-3.31,4
CHS,OO,367,15.12,13.19,1.4,3.69,10
CHS,UA,2173,9.89,5.73,1.3,-1.54,6
CHS,WN,3513,8.06,3.06,0.6,-3.37,3
CHS,YX,2192,4.52,0.21,1.4,-6.91,1
CID,9E,159,1.02,-2.42,0.0,-14.83,1
CID,AA,1217,33.3,28.48,3.3,17.45,10
CID,DL,355,18.9,14.88,1.4,3.05,9
CID,F9,255,11.34,10.24,2.4,-4.51,5
CID,G4,854,15.52,11.37,2.6,-0.33,7
CID,MQ,1134,8.44,6.59,2.0,-7.41,3
CID,OH,638,11.84,8.25,3.6,-4.01,6
CID,OO,1891,16.63,14.85,2.4,0.78,8
CID,UA,1136,9.56,7.1,1.8,-6.29,4
CID,YX,149,4.51,-3.87,5.4,-11.34,2
CIU,OO,708,24.86,19.97,1.4,0.0,1
CKB,G4,206,37.29,35.76,2.4,0.0,1
CLE,9E,2392,14.38,7.28,2.9,3.55,12
CLE,AA,4525,13.96,10.78,2.0,3.13,10
CLE,AS,453,5.17,3.51,1.8,-5.66,3
CLE,B6,800,10.48,7.37,1.6,-0.35,7
CLE,DL,3083,10.41,0.89,0.9,-0.42,6
CLE,F9,6312,21.51,16.69,2.9,10.68,13
CLE,MQ,590,9.48,3.45,1.0,-1.35,5
CLE,NK,956,14.21,7.11,2.5,3.38,11
CLE,OH,1477,10.6,8.93,1.4,-0.23,8
CLE,OO,1662,12.48,6.15,0.8,1.65,9
CLE,UA,8161,4.96,-0.51,1.4,-5.87,2
CLE,WN,4936,7.78,0.85,0.7,-3.05,4
CLE,YX,4310,4.63,-0.3,2.2,-6.2,1
CLL,MQ,823,10.92,6.48,2.2,-2.85,1
CLL,OO,290,21.96,20.59,3.4,8.19,2
CLT,9E,3032,15.49,10.6,4.1,-3.17,5
CLT,AA,125051,21.85,17.65,1.4,3.19,10
CLT,B6,501,19.35,12.0,2.0,0.69,8
CLT,DL,6055,11.34,3.21,0.7,-7.32,2
CLT,F9,3211,32.12,35.17,3.4,13.46,12
CLT,MQ,6060,15.66,12.2,1.5,-3.0,6
CLT,NK,4758,23.17,17.95,2.8,4.51,11
CLT,OH,56199,12.63,8.74,1.2,-6.03,3
CLT,OO,54,21.74,11.56,0.0,3.08,9
CLT,UA,3928,12.99,10.28,1.5,-5.67,4
CLT,WN,3286,17.58,11.24,0.3,-1.08,7
CLT,YX,2544,8.79,5.01,1.3,-9.87,1
CMH,9E,236,10.92,3.98,0.4,1.82,5
CMH,AA,3373,19.21,15.67,1.7,10.11,11
CMH,AS,426,8.8,2.3,2.1,-0.3,3
CMH,DL,3243,6.27,-0.78,0.9,-2.83,2
CMH,F9,231,19.69,17.96,3.0,10.59,12
CMH,MQ,3027,11.71,7.86,0.7,2.61,6
CMH,NK,2450,14.62,5.98,2.0,5.52,8
CMH,OH,1311,14.94,10.21,1.1,5.84,9
CMH,OO,1308,15.13,8.63,0.2,6.03,10
CMH,UA,2634,13.94,11.09,1.5,4.84,7
CMH,WN,11704,9.7,2.81,1.0,0.6,4
CMH,YX,11219,1.61,-3.47,1.2,-7.49,1
CMI,MQ,1323,16.58,10.16,1.6,0.0,1
CMX,OO,706,20.33,19.61,4.2,0.0,1
CNY,OO,30,3.89,-0.71,6.7,0.0,1
COD,OO,596,18.67,12.15,0.8,0.0,1
COS,AA,1070,17.16,16.78,2.5,6.61,6
COS,DL,548,14.17,9.32,0.7,3.62,4
COS,MQ,352,15.86,13.52,0.3,5.31,5
COS,OO,4794,9.67,3.81,1.2,-0.88,3
COS,UA,741,8.73,5.37,2.6,-1.82,1
COS,WN,4870,9.48,3.94,0.6,-1.07,2
COU,MQ,1653,13.04,10.74,2.1,-1.46,1
COU,OO,96,39.64,33.29,2.1,25.14,2
CPR,OO,1625,7.84,0.76,0.8,0.0,1
CRP,MQ,2439,8.7,7.21,2.0,0.0,2
CRP,OO,267,5.72,2.92,1.9,-2.98,1
CRP,WN,1157,9.38,5.57,1.1,0.68,3
CRW,9E,169,2.56,-4.79,0.0,-18.15,1
CRW,OH,1316,16.8,15.47,1.3,-3.91,2
CRW,OO,1778,25.36,19.72,1.3,4.65,3
CSG,9E,588,9.56,4.14,3.1,-3.62,1
CSG,OO,404,18.35,13.46,1.0,5.17,2
CVG,9E,6477,8.43,2.89,1.8,-2.39,4
CVG,AA,3225,20.14,15.38,2.0,9.32,12
CVG,AS,325,11.27,7.3,3.7,0.45,7
CVG,DL,6927,9.27,2.38,0.9,-1.55,5
CVG,F9,4537,15.68,12.29,2.2,4.86,11
CVG,G4,3166,13.77,10.62,1.5,2.95,10
CVG,MQ,2674,12.73,9.5,0.7,1.91,8
CVG,OH,2449,13.54,11.33,1.1,2.72,9
CVG,OO,831,8.26,7.51,0.4,-2.56,3
CVG,UA,1977,7.59,4.82,1.1,-3.23,2
CVG,WN,2158,9.32,3.18,0.6,-1.5,6
CVG,YX,5248,4.13,0.4,1.8,-6.69,1
CWA,9E,686,4.48,-0.92,0.9,0.0,1
CYS,OO,623,9.66,1.71,2.2,0.0,1
DAB,AA,315,11.96,6.98,1.0,2.7,3
DAB,DL,1442,7.12,2.29,1.3,-2.14,1
DAB,MQ,9,15.0,10.56,0.0,5.74,4
DAB,OH,1053,11.37,4.48,2.9,2.11,2
DAL,AS,343,3.58,-0.4,2.6,-10.46,1
DAL,DL,2050,12.66,7.37,0.7,-1.38,2
DAL,WN,70041,14.13,8.35,1.1,0.09,3
DAY,9E,460,9.01,-0.83,2.4,-0.65,3
DAY,DL,1075,3.95,-6.21,1.1,-5.71,2
DAY,G4,265,22.11,17.9,4.5,12.45,7
DAY,MQ,179,13.58,7.52,1.7,3.92,6
DAY,OH,3444,10.3,7.33,1.1,0.64,4
DAY,OO,1478,11.97,8.72,1.0,2.31,5
DAY,YX,317,0.07,-2.3,0.6,-9.59,1
DCA,9E,1953,15.36,9.94,2.0,2.32,8
DCA,AA,25697,18.13,12.7,1.7,5.09,11
DCA,AS,1615,7.12,1.89,0.9,-5.92,2
DCA,B6,7900,15.98,9.37,1.6,2.94,10
DCA,DL,8654,12.19,4.36,1.2,-0.85,3
DCA,F9,908,15.39,10.69,1.8,2.35,9
DCA,MQ,4086,13.49,8.96,1.3,0.45,6
DCA,OH,35249,15.01,11.11,2.2,1.97,7
DCA,OO,153,19.54,11.68,0.7,6.5,12
DCA,UA,5730,12.56,8.48,1.7,-0.48,4
DCA,WN,15383,13.29,4.81,1.1,0.25,5
DCA,YX,25846,4.68,0.04,1.5,-8.36,1
DDC,OO,614,23.96,21.82,3.1,0.0,1
DEC,OO,735,28.99,25.72,2.4,0.0,1
DEN,AA,8079,19.07,14.95,1.7,5.59,9
DEN,AS,2185,7.83,5.62,1.4,-5.65,1
DEN,B6,1180,33.05,29.76,1.0,19.57,10
DEN,DL,11957,11.23,3.8,0.9,-2.25,3
DEN,F9,24561,16.01,11.34,1.6,2.53,7
DEN,G4,419,17.88,17.09,1.7,4.4,8
DEN,MQ,181,14.0,9.05,0.0,0.52,5
DEN,NK,35,45.89,39.97,0.0,32.41,11
DEN,OO,59207,11.05,6.24,1.3,-2.43,2
DEN,UA,100560,12.57,7.78,1.2,-0.91,4
DEN,WN,96198,14.94,9.14,0.8,1.46,6
DFW,9E,2,99.5,130.0,0.0,80.29,12
DFW,AA,164274,25.2,19.91,2.0,5.99,9
DFW,AS,2364,15.45,14.46,2.2,-3.76,5
DFW,B6,351,39.56,37.08,1.1,20.35,10
DFW,DL,11704,15.44,8.75,1.0,-3.77,3
DFW,F9,9972,22.1,21.51,2.7,2.89,8
DFW,MQ,69459,8.89,5.05,1.6,-10.32,1
DFW,NK,9943,18.11,12.6,1.3,-1.1,6
DFW,OH,9087,20.14,15.71,2.6,0.93,7
DFW,OO,23854,10.24,6.71,2.1,-8.97,2
DFW,UA,8102,15.44,11.77,1.6,-3.77,3
DFW,YX,37,47.92,40.37,2.7,28.71,11
DHN,9E,528,8.27,4.15,0.6,-2.06,1
DHN,OO,229,15.1,11.75,1.3,4.77,2
DIK,OO,553,17.1,12.16,3.1,0.0,1
DLG,AS,106,3.31,4.94,2.8,0.0,1
DLH,9E,189,8.13,8.02,1.1,-3.73,2
DLH,DL,106,11.17,5.1,0.9,-0.69,3
DLH,OO,1385,15.69,9.67,1.2,3.83,4
DLH,YX,484,2.61,-3.27,0.4,-9.25,1
DRO,AA,9,43.33,36.56,0.0,30.46,4
DRO,MQ,20,-0.45,-13.4,0.0,-13.32,1
DRO,OO,2939,13.45,11.09,1.0,0.58,3
DRO,UA,665,10.28,-0.08,1.2,-2.59,2
DSM,9E,2518,7.86,1.95,1.8,-5.11,3
DSM,AA,2369,24.44,20.91,1.8,11.47,11
DSM,DL,1112,12.9,3.78,1.1,-0.07,6
DSM,F9,276,17.65,16.51,1.8,4.68,9
DSM,G4,1662,20.31,16.66,2.0,7.34,10
DSM,MQ,860,9.64,6.2,2.0,-3.33,5
DSM,OH,440,16.2,14.86,2.0,3.23,8
DSM,OO,877,13.31,9.38,1.7,0.34,7
DSM,UA,1977,6.89,5.73,1.5,-6.08,2
DSM,WN,1739,9.54,2.98,1.0,-3.43,4
DSM,YX,915,3.78,2.31,1.6,-9.19,1
DTW,9E,12586,4.91,0.6,0.9,-6.68,2
DTW,AA,5491,15.45,11.64,1.9,3.86,12
DTW,AS,483,10.84,7.09,2.1,-0.75,8
DTW,B6,1009,12.93,10.41,0.9,1.34,10
DTW,DL,57234,11.68,6.31,0.9,0.09,9
DTW,F9,2191,24.04,20.37,3.7,12.45,13
DTW,MQ,845,7.36,5.18,2.8,-4.23,3
DTW,NK,9959,10.76,3.16,1.5,-0.83,7
DTW,OH,1088,10.16,8.31,2.1,-1.43,6
DTW,OO,25962,15.31,11.58,0.7,3.72,11
DTW,UA,2147,8.21,4.52,1.2,-3.38,4
DTW,WN,4003,9.36,2.64,0.7,-2.23,5
DTW,YX,4635,3.52,-0.09,1.7,-8.07,1
DVL,OO,635,20.17,16.43,4.6,0.0,1
EAR,OO,102,24.36,19.01,2.9,0.0,1
EAU,OO,29,28.3,24.0,6.9,0.0,1
ECP,9E,24,36.92,35.21,0.0,24.61,8
ECP,AA,706,34.99,33.41,2.0,22.68,7
ECP,DL,2323,8.16,2.91,0.8,-4.15,1
ECP,MQ,758,14.92,10.53,1.8,2.61,4
ECP,OH,1048,14.95,13.57,0.8,2.64,5
