aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
LIT,OH,745,22.83,17.96,2.0,10.64,8
LIT,AA,759,26.21,25.19,1.8,14.02,9
LIT,G4,118,36.02,32.28,0.8,23.83,10
SRQ,G4,2452,7.44,4.95,4.0,-5.79,1
SRQ,WN,4220,10.69,5.47,3.8,-2.54,2
SRQ,DL,2954,11.40,7.73,3.2,-1.83,3
SRQ,UA,1642,12.11,8.01,3.2,-1.12,4
SRQ,YX,211,12.93,14.96,3.8,-0.30,5
SRQ,OH,368,16.85,12.62,4.6,3.62,6
SRQ,B6,729,18.85,16.49,4.1,5.62,7
SRQ,AA,2602,19.60,17.40,3.3,6.37,8
SRQ,MQ,15,24.64,12.64,6.7,11.41,9
SRQ,F9,512,27.89,28.42,4.7,14.66,10
SRQ,OO,50,64.20,63.41,2.0,50.97,11
FAI,AS,2507,3.04,0.47,1.2,-4.31,1
FAI,UA,215,16.82,3.66,1.9,9.47,2
FAI,DL,557,23.14,17.51,1.3,15.79,3
SPS,MQ,109,8.38,0.36,0.9,-3.63,1
SPS,OO,602,12.67,8.97,2.0,0.66,2
SPN,UA,361,-0.92,-4.13,0.6,-0.00,1
IAG,G4,355,26.61,22.59,2.3,0.00,1
CMI,MQ,1323,16.58,10.13,1.6,0.00,1
MQT,9E,88,1.91,-5.33,3.4,-11.13,1
MQT,OO,228,9.79,6.12,1.8,-3.25,2
MQT,MQ,462,16.68,13.55,0.4,3.64,3
PRC,OO,710,24.60,22.14,0.6,0.00,1
BJI,OO,704,16.80,11.54,1.0,-0.00,1
DLG,AS,106,3.31,4.94,2.8,-0.00,1
SAT,UA,5474,8.16,3.00,1.8,-3.58,1
SAT,WN,16408,9.07,3.43,0.6,-2.67,2
SAT,AS,614,9.67,6.97,0.7,-2.07,3
SAT,OO,994,10.56,8.71,0.8,-1.18,4
SAT,DL,6005,11.49,5.04,0.8,-0.25,5
SAT,MQ,259,12.79,8.41,1.2,1.05,6
SAT,AA,7954,16.18,14.28,1.8,4.44,7
SAT,YX,9,16.22,6.00,0.0,4.48,8
SAT,NK,2028,17.87,10.20,2.3,6.13,9
SAT,F9,648,22.57,15.17,2.8,10.83,10
SAT,B6,554,32.44,25.89,2.2,20.70,11
SAT,G4,22,74.50,74.91,0.0,62.76,12
LEX,YX,752,2.58,0.60,0.8,-10.02,1
LEX,9E,207,5.34,-0.45,0.0,-7.26,2
LEX,DL,1688,7.48,-3.07,1.2,-5.12,3
LEX,MQ,954,9.95,4.95,1.6,-2.65,4
LEX,OO,1787,10.85,6.27,1.0,-1.75,5
LEX,OH,1433,11.69,8.31,1.0,-0.91,6
LEX,G4,794,26.06,25.12,2.4,13.46,7
LEX,AA,1037,26.48,25.69,2.6,13.88,8
ISP,WN,2763,13.28,4.34,1.0,-3.91,1
ISP,B6,142,16.29,13.83,0.0,-0.90,2
ISP,F9,1495,24.75,17.14,4.2,7.56,3
MTJ,DL,103,5.43,-0.68,0.0,-8.25,1
MTJ,WN,618,10.93,4.47,0.2,-2.75,2
MTJ,UA,753,10.96,3.73,1.5,-2.72,3
MTJ,OO,673,13.33,8.69,1.8,-0.35,4
MTJ,MQ,62,16.08,16.45,3.2,2.40,5
MTJ,AA,503,22.93,20.95,0.2,9.25,6
BDL,YX,483,-0.58,-6.22,0.4,-13.85,1
BDL,MQ,531,6.11,3.75,1.5,-7.16,2
BDL,UA,2084,6.97,3.64,1.4,-6.30,3
BDL,9E,365,7.25,1.64,3.0,-6.02,4
BDL,DL,3875,8.09,1.04,0.8,-5.18,5
BDL,NK,579,9.85,7.08,1.9,-3.42,6
BDL,WN,4030,10.97,3.48,0.7,-2.30,7
BDL,AA,3846,16.10,11.59,1.7,2.83,8
BDL,B6,3060,17.77,12.59,1.5,4.50,9
BDL,OH,1417,18.18,13.83,2.7,4.91,10
BDL,OO,67,19.38,20.24,1.5,6.11,11
BDL,F9,940,40.90,38.18,3.2,27.63,12
PVU,G4,1781,12.09,9.43,0.5,-1.70,1
PVU,OO,302,23.86,22.22,1.3,10.07,2
ACK,B6,976,12.61,9.83,4.0,-1.64,1
ACK,YX,602,15.91,16.72,8.6,1.66,2
ACK,MQ,22,21.82,22.68,0.0,7.57,3
ACK,OO,25,33.46,22.62,4.0,19.21,4
PSE,B6,575,10.29,5.51,2.6,-0.32,1
PSE,F9,290,11.23,8.94,2.1,0.62,2
PLN,OO,771,15.53,10.26,2.1,0.00,1
